rule_id,category,requirement_summary,requirement_level,source_id,source_filename,source_authority,source_locator,source_text_paraphrase,exact_numeric_value,unit,applies_to,implementation_layer,automatic_or_manual,validation_method,phase2_5_target_step,conflict_group,status,notes
"HFUT-REF-018","REFERENCES","DOI是否为所有适用条目的必填字段未在提取文字中明确","PENDING_VERIFICATION","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","preprint example P030; other examples P006-P041","仅个别访问路径包含DOI，未见通用必须语句","","","references with DOI","CSL","HYBRID","GB/T source access and journal confirmation","STEP_6","CG-GBT-SOURCE-CHAIN","PENDING_VERIFICATION","有真实DOI时建议保存元数据，但不伪称期刊强制"
"GBT-001","REFERENCES","用户提供的GB/T 7714—2025副本无可提取正文，规则提取待后续授权方法","PENDING_VERIFICATION","GBT7714_2025_PDF","GBT 7714—2025 信息与文献 参考文献著录规则.pdf","USER_PROVIDED_STANDARD_COPY","45 pages; pdftotext output contains page breaks only","PDF有45页但无非空可提取文本","45","pages","reference formatting","NOT_YET_DECIDED","MANUAL","authorized accessible copy or separately authorized OCR","STEP_6","CG-GBT-SOURCE-CHAIN","TEXT_EXTRACTION_PENDING","OCR_NOT_AUTHORIZED_IN_STEP_2；不得称为标准发布机构官方原版"
"HFUT-PUB-EX-001","PUBLISHED_VISUAL","成刊论文首页展示中英文题名、作者、单位、摘要和关键词区域","EXAMPLE_ONLY","HFUT_ARTICLE_2026_5_2_PDF","1003-5060-2026-5-2.pdf","OFFICIAL_JOURNAL_PUBLISHED_ARTICLE_VERIFIED","page 585 / PDF page 1","视觉检查确认双语前置区域存在","","","published layout","NOT_YET_DECIDED","MANUAL","visual sample comparison only","STEP_3","","VISUAL_EXAMPLE_ONLY","栏目为机器人与人工智能；不是投稿模板"
"HFUT-PUB-EX-002","PUBLISHED_VISUAL","手势识别论文为2026年第49卷第5期585-590页，DOI已核实","EXAMPLE_ONLY","HFUT_ARTICLE_2026_5_2_PDF","1003-5060-2026-5-2.pdf","OFFICIAL_JOURNAL_PUBLISHED_ARTICLE_VERIFIED","page 585 header and official issue page","题名、卷期、页码和DOI与来源记录一致","49(5);585-590;10.3969/j.issn.1003-5060.2026.05.002","volume(issue);pages;DOI","source identification","NOT_YET_DECIDED","MANUAL","PDF header and official issue-page comparison","STEP_2","","VISUAL_EXAMPLE_ONLY",""
"HFUT-PUB-EX-003","PUBLISHED_VISUAL","手势识别论文正文视觉样本含双栏、插图、公式及顺序编码参考文献","EXAMPLE_ONLY","HFUT_ARTICLE_2026_5_2_PDF","1003-5060-2026-5-2.pdf","OFFICIAL_JOURNAL_PUBLISHED_ARTICLE_VERIFIED","PDF pages 3 and 6","代表性页面可见图、公式和末页参考文献","","","published layout","NOT_YET_DECIDED","MANUAL","visual comparison only","STEP_3","","VISUAL_EXAMPLE_ONLY","不得反推作者稿强制分栏、字体或间距"
"HFUT-PUB-EX-004","PUBLISHED_VISUAL","卷烟配送论文首页展示中英文题名、作者、单位、摘要和关键词区域","EXAMPLE_ONLY","HFUT_ARTICLE_2026_1_3_PDF","1003-5060-2026-1-3.pdf","OFFICIAL_JOURNAL_PUBLISHED_ARTICLE_VERIFIED","page 22 / PDF page 1","视觉检查确认双语前置区域存在","","","published layout","NOT_YET_DECIDED","MANUAL","visual sample comparison only","STEP_3","","VISUAL_EXAMPLE_ONLY","栏目为机器人与人工智能；工程应用视觉参考"
"HFUT-PUB-EX-005","PUBLISHED_VISUAL","卷烟配送论文为2026年第49卷第1期22-27、35页，DOI已核实","EXAMPLE_ONLY","HFUT_ARTICLE_2026_1_3_PDF","1003-5060-2026-1-3.pdf","OFFICIAL_JOURNAL_PUBLISHED_ARTICLE_VERIFIED","page 22 header and official manuscript page","题名、卷期、页码和DOI与来源记录一致","49(1);22-27,35;10.3969/j.issn.1003-5060.2026.01.003","volume(issue);pages;DOI","source identification","NOT_YET_DECIDED","MANUAL","PDF header and official manuscript-page comparison","STEP_2","","VISUAL_EXAMPLE_ONLY",""
"HFUT-PUB-EX-006","PUBLISHED_VISUAL","卷烟配送论文正文视觉样本含插图、表格、公式和末页参考文献","EXAMPLE_ONLY","HFUT_ARTICLE_2026_1_3_PDF","1003-5060-2026-1-3.pdf","OFFICIAL_JOURNAL_PUBLISHED_ARTICLE_VERIFIED","PDF pages 4 and 7","代表性页面可见图、表、公式与参考文献","","","published layout","NOT_YET_DECIDED","MANUAL","visual comparison only","STEP_3","","VISUAL_EXAMPLE_ONLY","PDF第7页还含另一论文续页，不能误归属"
"HFUT-PUB-EX-007","PUBLISHED_VISUAL","两篇成刊论文的收稿日期、修回日期、基金、作者简介和文章编号区域仅为出版效果观察","EXAMPLE_ONLY","HFUT_ARTICLE_2026_5_2_PDF;HFUT_ARTICLE_2026_1_3_PDF","1003-5060-2026-5-2.pdf;1003-5060-2026-1-3.pdf","OFFICIAL_JOURNAL_PUBLISHED_ARTICLE_VERIFIED","both PDF page 1 footers and front matter","视觉上存在这些出版元数据区域","","","published front matter","NOT_YET_DECIDED","MANUAL","visual observation only","STEP_3","","VISUAL_EXAMPLE_ONLY","不得推定收稿/修回日期由作者稿填写；文章编号可能由编辑部生成"
"HFUT-PUB-EX-008","PUBLISHED_VISUAL","两篇成刊论文不得自动加入当前论文参考文献","NOT_APPLICABLE","HFUT_ARTICLE_2026_5_2_PDF;HFUT_ARTICLE_2026_1_3_PDF","1003-5060-2026-5-2.pdf;1003-5060-2026-1-3.pdf","OFFICIAL_JOURNAL_PUBLISHED_ARTICLE_VERIFIED","source notes items 7-8","来源说明限定其为视觉参考，不构成相关工作证据","","","current bibliography","ZOTERO_BIBTEX","MANUAL","bibliography provenance review","SOURCE_WRITING","","NOT_APPLICABLE_CURRENT_PAPER","只有经真实阅读且与论题相关时才能另行决定引用"
